,label,path,divide
558,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3104.jpg,train
559,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2051.jpg,train
560,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3546.jpg,train
561,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4981.jpg,train
562,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.982.jpg,train
563,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4381.jpg,train
564,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2697.jpg,train
565,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3865.jpg,train
566,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4389.jpg,train
567,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1533.jpg,train
568,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1538.jpg,train
569,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4156.jpg,train
570,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.368.jpg,train
571,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1812.jpg,train
572,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3291.jpg,train
573,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1178.jpg,train
574,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.99.jpg,train
575,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2708.jpg,train
576,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1146.jpg,train
577,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3900.jpg,train
578,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4158.jpg,train
579,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.842.jpg,train
580,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4810.jpg,train
581,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1459.jpg,train
582,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1440.jpg,train
583,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.608.jpg,train
584,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2566.jpg,train
585,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4181.jpg,train
586,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2849.jpg,train
587,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4686.jpg,train
588,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.274.jpg,train
589,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4343.jpg,train
590,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2181.jpg,train
591,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.100.jpg,train
592,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2095.jpg,train
593,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1588.jpg,train
594,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4618.jpg,train
595,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2174.jpg,train
596,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.849.jpg,train
597,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1918.jpg,train
598,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4126.jpg,train
599,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2471.jpg,train
600,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1941.jpg,train
601,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.658.jpg,train
602,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2614.jpg,train
603,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2141.jpg,train
604,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.357.jpg,train
605,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.617.jpg,train
606,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2165.jpg,train
607,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3957.jpg,train
608,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4142.jpg,train
609,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4051.jpg,train
610,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2490.jpg,train
611,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3806.jpg,train
612,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2706.jpg,train
613,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.546.jpg,train
614,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1839.jpg,train
615,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2775.jpg,train
616,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3142.jpg,train
617,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.20.jpg,train
618,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.504.jpg,train
619,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4468.jpg,train
620,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2958.jpg,train
621,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4253.jpg,train
622,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1946.jpg,train
623,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1617.jpg,train
624,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3588.jpg,train
625,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1032.jpg,train
626,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2667.jpg,train
627,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2485.jpg,train
628,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3239.jpg,train
629,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.587.jpg,train
630,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.625.jpg,train
631,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.39.jpg,train
632,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.952.jpg,train
633,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1942.jpg,train
634,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2390.jpg,train
635,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3782.jpg,train
636,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.315.jpg,train
637,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2804.jpg,train
638,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1670.jpg,train
639,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2993.jpg,train
640,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.844.jpg,train
641,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4514.jpg,train
642,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1244.jpg,train
643,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2056.jpg,train
644,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3730.jpg,train
645,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2679.jpg,train
646,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1466.jpg,train
647,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3809.jpg,train
648,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2419.jpg,train
649,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4223.jpg,train
650,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2219.jpg,train
651,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2881.jpg,train
652,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3389.jpg,train
653,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.604.jpg,train
654,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2982.jpg,train
655,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3276.jpg,train
656,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1668.jpg,train
657,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1396.jpg,train
658,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.425.jpg,train
659,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4364.jpg,train
660,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.474.jpg,train
661,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.882.jpg,train
662,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.817.jpg,train
663,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.137.jpg,train
664,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3373.jpg,train
665,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1660.jpg,train
666,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3587.jpg,train
667,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4024.jpg,train
668,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1766.jpg,train
669,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1883.jpg,train
670,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4974.jpg,train
671,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.616.jpg,train
672,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2318.jpg,train
673,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3286.jpg,train
674,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2177.jpg,train
675,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.891.jpg,train
676,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1285.jpg,train
677,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3158.jpg,train
678,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4341.jpg,train
679,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2226.jpg,train
680,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4684.jpg,train
681,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4769.jpg,train
682,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3788.jpg,train
683,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2278.jpg,train
684,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3076.jpg,train
685,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2949.jpg,train
686,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1734.jpg,train
687,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2554.jpg,train
688,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1791.jpg,train
689,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.951.jpg,train
690,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4971.jpg,train
691,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4269.jpg,train
692,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4033.jpg,train
693,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1348.jpg,train
694,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1117.jpg,train
695,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.539.jpg,train
696,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3925.jpg,train
697,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3080.jpg,train
698,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3381.jpg,train
699,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2627.jpg,train
700,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3709.jpg,train
701,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4250.jpg,train
702,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1714.jpg,train
703,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2415.jpg,train
704,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3764.jpg,train
705,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2813.jpg,train
706,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4723.jpg,train
707,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1936.jpg,train
708,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3688.jpg,train
709,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.645.jpg,train
710,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1726.jpg,train
711,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1035.jpg,train
712,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.684.jpg,train
713,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.978.jpg,train
714,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.466.jpg,train
715,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2892.jpg,train
716,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.705.jpg,train
717,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3222.jpg,train
718,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.737.jpg,train
719,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2024.jpg,train
720,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1592.jpg,train
721,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4056.jpg,train
722,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.480.jpg,train
723,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2492.jpg,train
724,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.535.jpg,train
725,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.527.jpg,train
726,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4020.jpg,train
727,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3733.jpg,train
728,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2778.jpg,train
729,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1091.jpg,train
730,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3849.jpg,train
731,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1550.jpg,train
732,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1965.jpg,train
733,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2605.jpg,train
734,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.346.jpg,train
735,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4649.jpg,train
736,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.852.jpg,train
737,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4675.jpg,train
738,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3489.jpg,train
739,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.209.jpg,train
740,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.827.jpg,train
741,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2620.jpg,train
742,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.775.jpg,train
743,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.777.jpg,train
744,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2098.jpg,train
745,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2896.jpg,train
746,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1852.jpg,train
747,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1843.jpg,train
748,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.472.jpg,train
749,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3571.jpg,train
750,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1996.jpg,train
751,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3908.jpg,train
752,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4564.jpg,train
753,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4694.jpg,train
754,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3261.jpg,train
755,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4654.jpg,train
756,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.411.jpg,train
757,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.668.jpg,train
758,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1756.jpg,train
759,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2294.jpg,train
760,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.452.jpg,train
761,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2207.jpg,train
762,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.345.jpg,train
763,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4865.jpg,train
764,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1455.jpg,train
765,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1954.jpg,train
766,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1006.jpg,train
767,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4112.jpg,train
768,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3076.jpg,train
769,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2783.jpg,train
770,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2375.jpg,train
771,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4439.jpg,train
772,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3662.jpg,train
773,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1702.jpg,train
774,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1604.jpg,train
775,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.688.jpg,train
776,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4592.jpg,train
777,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.524.jpg,train
778,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.659.jpg,train
779,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.280.jpg,train
780,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1449.jpg,train
781,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.569.jpg,train
782,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.463.jpg,train
783,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1261.jpg,train
784,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2045.jpg,train
785,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3015.jpg,train
786,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2248.jpg,train
787,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3557.jpg,train
788,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1142.jpg,train
789,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4695.jpg,train
790,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1737.jpg,train
791,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3260.jpg,train
792,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2917.jpg,train
793,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1678.jpg,train
794,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4101.jpg,train
795,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2417.jpg,train
796,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4880.jpg,train
797,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.451.jpg,train
798,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2216.jpg,train
799,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2905.jpg,train
800,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3807.jpg,train
801,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4079.jpg,train
802,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1731.jpg,train
803,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4917.jpg,train
804,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2834.jpg,train
805,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4184.jpg,train
806,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2981.jpg,train
807,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.491.jpg,train
808,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4644.jpg,train
809,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2517.jpg,train
810,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1563.jpg,train
811,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.641.jpg,train
812,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.415.jpg,train
813,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.700.jpg,train
814,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3521.jpg,train
815,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3954.jpg,train
816,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.565.jpg,train
817,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1380.jpg,train
818,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1394.jpg,train
819,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.146.jpg,train
820,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3101.jpg,train
821,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1149.jpg,train
822,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4236.jpg,train
823,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4862.jpg,train
824,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4750.jpg,train
825,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.2225.jpg,train
826,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3277.jpg,train
827,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4446.jpg,train
828,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4214.jpg,train
829,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3075.jpg,train
830,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.339.jpg,train
831,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.985.jpg,train
832,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1688.jpg,train
833,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4327.jpg,train
834,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4323.jpg,train
835,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4718.jpg,train
836,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3096.jpg,train
837,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1076.jpg,train
838,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4320.jpg,train
839,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.969.jpg,train
840,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4413.jpg,train
841,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1870.jpg,train
842,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4610.jpg,train
843,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.324.jpg,train
844,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.1425.jpg,train
845,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2851.jpg,train
846,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.820.jpg,train
847,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3337.jpg,train
848,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.775.jpg,train
849,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3859.jpg,train
850,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.1207.jpg,train
851,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3886.jpg,train
852,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.3864.jpg,train
853,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4089.jpg,train
854,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3317.jpg,train
855,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2792.jpg,train
856,dogs,/kaggle/input/dogs-cats-images/dataset/test_set/dogs/dog.4780.jpg,train
857,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.998.jpg,train
858,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.3965.jpg,train
859,cats,/kaggle/input/dogs-cats-images/dataset/test_set/cats/cat.4404.jpg,train
860,cats,/kaggle/input/dogs-cats-images/dataset/training_set/cats/cat.895.jpg,train
861,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.2842.jpg,train
862,dogs,/kaggle/input/dogs-cats-images/dataset/training_set/dogs/dog.361.jpg,train
